0,0,"Start Time = 10-20-15 15:16:33"
Antenna,TagID, Time
1,"00226000745677",42297.6365353733
1,"00226000745677",42297.6365360966
1,"00226000745677",42297.6365603299
2,"00226000518440",42297.6366594329
2,"00226000518440",42297.6366601562
3,"00226000518440",42297.6366601562
2,"00226000518440",42297.6366619647
2,"00226000518440",42297.6366632306
1,"00226000745631",42297.6395135272
1,"00226000745631",42297.6395153357
1,"00226000745631",42297.6395166016
1,"00226000745631",42297.6395173249
2,"00226000745631",42297.6395377604
2,"00226000745631",42297.6395386646
2,"00226000745631",42297.6395411965
2,"00226000745631",42297.6395421007
2,"00226000745631",42297.6395437283
2,"00226000745631",42297.6395449942
2,"00226000745631",42297.6395455367
2,"00226000745631",42297.639547526
2,"00226000745631",42297.6395491536
2,"00226000745631",42297.6395509621
2,"00226000745631",42297.6395527705
2,"00226000745631",42297.6395549407
2,"00226000745631",42297.6395562066
1,"00226000745631",42297.6395677807
1,"00226000745631",42297.6395690466
1,"00226000745631",42297.6395724826
1,"00226000745631",42297.6395773655
1,"00226000745631",42297.6395786314
1,"00226000745631",42297.6395793547
1,"00226000745631",42297.6395811632
1,"00226000745631",42297.6395824291
1,"00226000745631",42297.6395831525
1,"00226000745631",42297.6395891204
1,"00226000745631",42297.6395925564
1,"00226000745631",42297.6396055773
1,"00226000745631",42297.6396075666
1,"00226000745631",42297.6396082899
1,"00226000745631",42297.6396100984
1,"00226000745631",42297.6396113643
1,"00226000745631",42297.6396119068
1,"00226000745631",42297.6396138961
1,"00226000745631",42297.639615162
1,"00226000745631",42297.6396157046
1,"00226000745631",42297.6396176939
1,"00226000745631",42297.6396189598
1,"00226000769072",42297.6397981771
1,"00226000769072",42297.6397989005
1,"00226000769072",42297.640109592
1,"00226000769072",42297.6401106771
1,"00226000769072",42297.6401121238
1,"00226000769072",42297.6401133898
1,"00226000769072",42297.6401403357
1,"00226000769072",42297.6401416016
1,"00226000769072",42297.6401423249
2,"00226000769072",42297.6401578776
2,"00226000769072",42297.6401591435
3,"00226000769072",42297.6401727069
3,"00226000769072",42297.6401739728
3,"00226000769072",42297.6402014612
2,"00226000769072",42297.6402153863
2,"00226000769072",42297.6402166522
2,"00226000769072",42297.6402179181
2,"00226000769072",42297.640219184
2,"00226000769072",42297.640247215
2,"00226000769072",42297.6402490234
2,"00226000769072",42297.6402497468
1,"00226000769072",42297.6402629485
1,"00226000506221",42297.6414854601
1,"00226000506221",42297.6414872685
1,"00226000506221",42297.641489077
1,"00226000506221",42297.6414908854
1,"00226000506221",42297.6414921513
1,"00226000506221",42297.6414928747
1,"00226000506221",42297.6414946832
2,"00226000506221",42297.6415268736
2,"00226000506221",42297.6415279586
2,"00226000506221",42297.6415294054
2,"00226000506221",42297.6415306713
2,"00226000506221",42297.6415313947
2,"00226000506221",42297.6415341074
2,"00226000506221",42297.6415348307
2,"00226000506221",42297.6415366392
2,"00226000506221",42297.6415379051
2,"00226000506221",42297.6415384476
2,"00226000506221",42297.6415404369
2,"00226000506221",42297.6415417028
2,"00226000506221",42297.6415422454
2,"00226000506221",42297.6415442347
2,"00226000506221",42297.6415478516
2,"00226000506221",42297.6415507451
2,"00226000506221",42297.641552011
3,"00226000506221",42297.6415681062
2,"00226000506221",42297.6415686487
3,"00226000506221",42297.6415883608
3,"00226000506221",42297.6415957755
3,"00226000506221",42297.6415964988
3,"00226000506221",42297.6415983073
3,"00226000506221",42297.6415995732
3,"00226000506221",42297.6416002966
3,"00226000506221",42297.641602105
3,"00226000506221",42297.6416033709
3,"00226000506221",42297.6416039135
3,"00226000506221",42297.6416059028
3,"00226000506221",42297.6416071687
3,"00226000506221",42297.6416077112
3,"00226000506221",42297.6416097005
3,"00226000506221",42297.6416109664
3,"00226000506221",42297.641611509
3,"00226000506221",42297.6416127749
3,"00226000506221",42297.6416140408
3,"00226000506221",42297.6416153067
2,"00226000506221",42297.6416247106
2,"00226000506221",42297.6416276042
2,"00226000506221",42297.6416283275
1,"00226000506221",42297.6416420718
1,"00226000506221",42297.6416431568
1,"00226000506221",42297.6416444227
2,"00226000518440",42297.6493153212
3,"00226000518440",42297.6493165871
2,"00226000518440",42297.6493173105
2,"00226000518440",42297.6493185764
2,"00226000518440",42297.6493191189
1,"00226000745661",42297.6494983362
1,"00226000745661",42297.6494999638
2,"00226000745661",42297.6495104528
2,"00226000745661",42297.6495117188
2,"00226000745661",42297.6495124421
2,"00226000745661",42297.6495142506
3,"00226000745661",42297.649526548
3,"00226000745661",42297.6495279948
